	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
424738	424738	Genesis	35	5	RDP[	רדפ[	RDPW	רדפו	RDPW		perf	-	unknown	pl	p3	1	0	0	0
424857	424857	Genesis	35	11	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
425124	425124	Genesis	35	29	QBR[	קבר[	JQBRW	יקברו	JQBRW		impf	-	m	pl	p3	1	0	0	0
425808	425808	Genesis	37	4	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
425818	425818	Genesis	37	4	FN>[	שׂנא[	JFN>W	ישׂנאו	JFN>W		impf	-	m	pl	p3	1	0	0	0
425842	425842	Genesis	37	6	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0
425875	425875	Genesis	37	8	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
425959	425959	Genesis	37	11	QN>[	קנא[	JQN>W	יקנאו	JQN>W		impf	-	m	pl	p3	1	0	0	0
426074	426074	Genesis	37	18	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
426088	426088	Genesis	37	19	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
426123	426123	Genesis	37	21	NYL[	נצל[	JYLW	יצלו	JYL	W	impf	-	m	pl	p3	0	1	1	0
426138	426138	Genesis	37	22	CLK[	שׁלכ[	HCLJKW	השׁליכו	HCLJKW		impv	-	m	pl	p2	1	0	0	0
426151	426151	Genesis	37	22	CLX[	שׁלח[	TCLXW	תשׁלחו	TCLXW		impf	-	m	pl	p2	1	0	0	0
426171	426171	Genesis	37	23	PCV[	פשׁט[	JPCVW	יפשׁטו	JPCVW		impf	-	m	pl	p3	1	0	0	0
426183	426183	Genesis	37	24	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
426185	426185	Genesis	37	24	CLK[	שׁלכ[	JCLKW	ישׁלכו	JCLKW		impf	-	m	pl	p3	1	0	0	0
426202	426202	Genesis	37	25	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
426205	426205	Genesis	37	25	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
426255	426255	Genesis	37	27	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
426258	426258	Genesis	37	28	<BR[	עבר[	J<BRW	יעברו	J<BRW		impf	-	m	pl	p3	1	0	0	0
426265	426265	Genesis	37	28	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
426272	426272	Genesis	37	28	MKR[	מכר[	JMKRW	ימכרו	JMKRW		impf	-	m	pl	p3	1	0	0	0
426281	426281	Genesis	37	28	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
426316	426316	Genesis	37	31	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
426332	426332	Genesis	37	32	CLX[	שׁלח[	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0
426338	426338	Genesis	37	32	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
426342	426342	Genesis	37	32	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
426409	426409	Genesis	37	36	MKR[	מכר[	MKRW	מכרו	MKRW		perf	-	unknown	pl	p3	1	0	0	0
426806	426806	Genesis	38	21	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
426825	426825	Genesis	38	22	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
427298	427298	Genesis	39	14	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
427622	427622	Genesis	40	8	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
427774	427774	Genesis	40	15	FJM[	שׂימ[	FMW	שׂמו	FMW		perf	-	m	pl	p3	1	0	0	0
428311	428311	Genesis	41	21	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
428966	428966	Genesis	41	55	<FH[	עשׂה[	T<FWN	תעשׂון	T<FW		impf	-	m	pl	p2	1	0	0	1
428999	428999	Genesis	41	57	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
429027	429027	Genesis	42	1	JR>[	ירא[	TTJR>W	תתיראו	TTJR>W		impf	-	m	pl	p2	1	0	0	0
429037	429037	Genesis	42	2	JRD[	ירד[	RDW	רדו	RDW		impv	-	m	pl	p2	1	0	0	0
429050	429050	Genesis	42	3	JRD[	ירד[	JRDW	ירדו	JRDW		impf	-	m	pl	p3	1	0	0	0
429075	429075	Genesis	42	5	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
429109	429109	Genesis	42	6	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
429113	429113	Genesis	42	6	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
429138	429138	Genesis	42	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429153	429153	Genesis	42	8	NKR[	נכר[	HKRHW	הכרהו	HKR	HW	perf	-	unknown	pl	p3	0	1	1	0
429176	429176	Genesis	42	10	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429182	429182	Genesis	42	10	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
429209	429209	Genesis	42	13	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429247	429247	Genesis	42	15	BXN[	בחנ[	TBXNW	תבחנו	TBXNW		impf	-	m	pl	p2	1	0	0	0
429251	429251	Genesis	42	15	JY>[	יצא[	TY>W	תצאו	TY>W		impf	-	m	pl	p2	1	0	0	0
429262	429262	Genesis	42	16	CLX[	שׁלח[	CLXW	שׁלחו	CLXW		impv	-	m	pl	p2	1	0	0	0
429271	429271	Genesis	42	16	>SR[	אסר[	H>SRW	האסרו	H>SRW		impv	-	m	pl	p2	1	0	0	0
429273	429273	Genesis	42	16	BXN[	בחנ[	JBXNW	יבחנו	JBXNW		impf	-	m	pl	p3	1	0	0	0
429287	429287	Genesis	42	16	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429318	429318	Genesis	42	18	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
429320	429320	Genesis	42	18	XJH[	חיה[	XJW	חיו	XJW		impv	-	m	pl	p2	1	0	0	0
429340	429340	Genesis	42	19	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		impv	-	m	pl	p2	1	0	0	0
429350	429350	Genesis	42	20	BW>[	בוא[	TBJ>WN	תביאון	TBJ>W		impf	-	m	pl	p2	1	0	0	1
429357	429357	Genesis	42	20	MWT[	מות[	TMWTWN	תמותון	TMWTW		impf	-	m	pl	p2	1	0	0	1
429359	429359	Genesis	42	20	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
429362	429362	Genesis	42	21	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429418	429418	Genesis	42	23	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
429453	429453	Genesis	42	25	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
429477	429477	Genesis	42	26	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
429536	429536	Genesis	42	29	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
429613	429613	Genesis	42	33	NWX[	נוח[	HNJXW	הניחו	HNJXW		impv	-	m	pl	p2	1	0	0	0
429619	429619	Genesis	42	33	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
429623	429623	Genesis	42	34	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		impv	-	m	pl	p2	1	0	0	0
429646	429646	Genesis	42	34	SXR[	סחר[	TSXRW	תסחרו	TSXRW		impf	-	m	pl	p2	1	0	0	0
429660	429660	Genesis	42	35	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
429668	429668	Genesis	42	35	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
429684	429684	Genesis	42	36	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
429750	429750	Genesis	43	2	KLH[	כלה[	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0
429757	429757	Genesis	43	2	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
429764	429764	Genesis	43	2	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
429784	429784	Genesis	43	3	R>H[	ראה[	TR>W	תראו	TR>W		impf	-	m	pl	p2	1	0	0	0
429812	429812	Genesis	43	5	R>H[	ראה[	TR>W	תראו	TR>W		impf	-	m	pl	p2	1	0	0	0
429832	429832	Genesis	43	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
429865	429865	Genesis	43	7	JRD[	ירד[	HWRJDW	הורידו	HWRJDW		impv	-	m	pl	p2	1	0	0	0
429930	429930	Genesis	43	11	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
429931	429931	Genesis	43	11	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
429939	429939	Genesis	43	11	JRD[	ירד[	HWRJDW	הורידו	HWRJDW		impv	-	m	pl	p2	1	0	0	0
429957	429957	Genesis	43	12	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
429969	429969	Genesis	43	12	CWB[	שׁוב[	TCJBW	תשׁיבו	TCJBW		impf	-	m	pl	p2	1	0	0	0
429978	429978	Genesis	43	13	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
429982	429982	Genesis	43	13	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
430013	430013	Genesis	43	15	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
430024	430024	Genesis	43	15	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
430033	430033	Genesis	43	15	JRD[	ירד[	JRDW	ירדו	JRDW		impf	-	m	pl	p3	1	0	0	0
430066	430066	Genesis	43	16	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
430089	430089	Genesis	43	18	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
430093	430093	Genesis	43	18	BW>[	בוא[	HWB>W	הובאו	HWB>W		perf	-	unknown	pl	p3	1	0	0	0
430097	430097	Genesis	43	18	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
430141	430141	Genesis	43	20	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
430198	430198	Genesis	43	23	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
430247	430247	Genesis	43	25	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
430250	430250	Genesis	43	25	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
430258	430258	Genesis	43	26	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
430269	430269	Genesis	43	26	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
430289	430289	Genesis	43	28	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
430309	430309	Genesis	43	28	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
430363	430363	Genesis	43	31	FJM[	שׂימ[	FJMW	שׂימו	FJMW		impv	-	m	pl	p2	1	0	0	0
430366	430366	Genesis	43	32	FJM[	שׂימ[	JFMW	ישׂמו	JFMW		impf	-	m	pl	p3	1	0	0	0
430435	430435	Genesis	43	34	CTH[	שׁתה[	JCTW	ישׁתו	JCTW		impf	-	m	pl	p3	1	0	0	0
430437	430437	Genesis	43	34	CKR[	שׁכר[	JCKRW	ישׁכרו	JCKRW		impf	-	m	pl	p3	1	0	0	0
430493	430493	Genesis	44	3	CLX[	שׁלח[	CLXW	שׁלחו	CLXW		perf	-	unknown	pl	p3	1	0	0	0
430498	430498	Genesis	44	4	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
430552	430552	Genesis	44	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
430626	430626	Genesis	44	11	JRD[	ירד[	JWRJDW	יורידו	JWRJDW		impf	-	m	pl	p3	1	0	0	0
430631	430631	Genesis	44	11	PTX[	פתח[	JPTXW	יפתחו	JPTXW		impf	-	m	pl	p3	1	0	0	0
430659	430659	Genesis	44	13	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
430674	430674	Genesis	44	14	NPL[	נפל[	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0
430752	430752	Genesis	44	17	<LH[	עלה[	<LW	עלו	<LW		impv	-	m	pl	p2	1	0	0	0
430878	430878	Genesis	44	25	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
430988	430988	Genesis	44	31	JRD[	ירד[	HWRJDW	הורידו	HWRJDW		perf	-	unknown	pl	p3	1	0	0	0
431068	431068	Genesis	45	1	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		impv	-	m	pl	p2	1	0	0	0
431090	431090	Genesis	45	2	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
431093	431093	Genesis	45	2	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
431115	431115	Genesis	45	3	BHL[	בהל[	NBHLW	נבהלו	NBHLW		perf	-	unknown	pl	p3	1	0	0	0
431140	431140	Genesis	45	5	<YB[	עצב[	T<YBW	תעצבו	T<YBW		impf	-	m	pl	p2	1	0	0	0
431221	431221	Genesis	45	9	<LH[	עלה[	<LW	עלו	<LW		impv	-	m	pl	p2	1	0	0	0
431352	431352	Genesis	45	16	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
431373	431373	Genesis	45	17	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
431380	431380	Genesis	45	17	BW>[	בוא[	B>W	באו	B>W		impv	-	m	pl	p2	1	0	0	0
431384	431384	Genesis	45	18	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
431391	431391	Genesis	45	18	BW>[	בוא[	B>W	באו	B>W		impv	-	m	pl	p2	1	0	0	0
431401	431401	Genesis	45	18	>KL[	אכל[	>KLW	אכלו	>KLW		impv	-	m	pl	p2	1	0	0	0
431410	431410	Genesis	45	19	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
431411	431411	Genesis	45	19	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
431442	431442	Genesis	45	21	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
431518	431518	Genesis	45	25	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
431522	431522	Genesis	45	25	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
431665	431665	Genesis	46	5	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
431686	431686	Genesis	46	6	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
431698	431698	Genesis	46	6	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
432090	432090	Genesis	46	31	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
432109	432109	Genesis	46	32	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
432168	432168	Genesis	47	1	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
432199	432199	Genesis	47	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
432210	432210	Genesis	47	4	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
432251	432251	Genesis	47	5	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
432334	432334	Genesis	47	9	NFG[	נשׂג[	HFJGW	השׂיגו	HFJGW		perf	-	unknown	pl	p3	1	0	0	0
432462	432462	Genesis	47	15	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
432496	432496	Genesis	47	17	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
432539	432539	Genesis	47	18	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
432546	432546	Genesis	47	18	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
432619	432619	Genesis	47	20	MKR[	מכר[	MKRW	מכרו	MKRW		perf	-	unknown	pl	p3	1	0	0	0
432662	432662	Genesis	47	22	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
432672	432672	Genesis	47	22	MKR[	מכר[	MKRW	מכרו	MKRW		perf	-	unknown	pl	p3	1	0	0	0
432732	432732	Genesis	47	25	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
432782	432782	Genesis	47	27	>XZ[	אחז[	J>XZW	יאחזו	J>XZW		impf	-	m	pl	p3	1	0	0	0
432812	432812	Genesis	47	29	QRB[	קרב[	JQRBW	יקרבו	JQRBW		impf	-	m	pl	p3	1	0	0	0
433001	433001	Genesis	48	6	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
433111	433111	Genesis	48	12	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
433387	433387	Genesis	49	2	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0
433391	433391	Genesis	49	2	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0
433424	433424	Genesis	49	5	KLH[	כלה[	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0
433441	433441	Genesis	49	6	HRG[	הרג[	HRGW	הרגו	HRGW		perf	-	unknown	pl	p3	1	0	0	0
433471	433471	Genesis	49	8	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
433645	433645	Genesis	49	23	FVM[	שׂטמ[	JFVMHW	ישׂטמהו	JFVM	HW	impf	-	m	pl	p3	0	1	1	0
433750	433750	Genesis	49	29	QBR[	קבר[	QBRW	קברו	QBRW		impv	-	m	pl	p2	1	0	0	0
433792	433792	Genesis	49	31	QBR[	קבר[	QBRW	קברו	QBRW		perf	-	unknown	pl	p3	1	0	0	0
433801	433801	Genesis	49	31	QBR[	קבר[	QBRW	קברו	QBRW		perf	-	unknown	pl	p3	1	0	0	0
433875	433875	Genesis	50	3	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
433881	433881	Genesis	50	3	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
433892	433892	Genesis	50	4	<BR[	עבר[	J<BRW	יעברו	J<BRW		impf	-	m	pl	p3	1	0	0	0
433968	433968	Genesis	50	7	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
433994	433994	Genesis	50	8	<ZB[	עזב[	<ZBW	עזבו	<ZBW		perf	-	unknown	pl	p3	1	0	0	0
434012	434012	Genesis	50	10	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
434052	434052	Genesis	50	11	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
434069	434069	Genesis	50	12	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
434077	434077	Genesis	50	13	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
434083	434083	Genesis	50	13	QBR[	קבר[	JQBRW	יקברו	JQBRW		impf	-	m	pl	p3	1	0	0	0
434128	434128	Genesis	50	15	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
434135	434135	Genesis	50	15	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
434150	434150	Genesis	50	16	YWH[	צוה[	JYWW	יצוו	JYWW		impf	-	m	pl	p3	1	0	0	0
434163	434163	Genesis	50	17	>MR[	אמר[	T>MRWN	תאמרון	T>MRW		impf	-	m	pl	p2	1	0	0	1
434175	434175	Genesis	50	17	GML[	גמל[	GMLWK	גמלוך	GMLW	K	perf	-	unknown	pl	p3	1	1	0	0
434196	434196	Genesis	50	18	NPL[	נפל[	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0
434200	434200	Genesis	50	18	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
434210	434210	Genesis	50	19	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
434238	434238	Genesis	50	21	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
434366	434366	Exodus	1	1	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
434478	434478	Exodus	1	11	FJM[	שׂימ[	JFMW	ישׂמו	JFMW		impf	-	m	pl	p3	1	0	0	0
434487	434487	Exodus	1	11	BNH[	בנה[	JBNW	יבנו	JBNW		impf	-	m	pl	p3	1	0	0	0
434514	434514	Exodus	1	13	<BD[	עבד[	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0
434543	434543	Exodus	1	14	<BD[	עבד[	<BDW	עבדו	<BDW		perf	-	unknown	pl	p3	1	0	0	0
434598	434598	Exodus	1	17	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
434670	434670	Exodus	1	21	JR>[	ירא[	JR>W	יראו	JR>W		perf	-	unknown	pl	p3	1	0	0	0
434697	434697	Exodus	1	22	CLK[	שׁלכ[	TCLJKWN	תשׁליכון	TCLJKW		impf	-	m	pl	p2	1	0	0	1
434702	434702	Exodus	1	22	XJH[	חיה[	TXJWN	תחיון	TXJW		impf	-	m	pl	p2	1	0	0	1
435065	435065	Exodus	2	17	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
435069	435069	Exodus	2	17	GRC[	גרשׁ[	JGRCWM	יגרשׁום	JGRCW	M	impf	-	m	pl	p3	1	1	0	0
435355	435355	Exodus	3	7	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
435494	435494	Exodus	3	12	<BD[	עבד[	T<BDWN	תעבדון	T<BDW		impf	-	m	pl	p2	1	0	0	1
435523	435523	Exodus	3	13	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
435651	435651	Exodus	3	18	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
435783	435783	Exodus	4	1	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
435787	435787	Exodus	4	1	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
435911	435911	Exodus	4	8	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
435940	435940	Exodus	4	9	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
436096	436096	Exodus	4	15	<FH[	עשׂה[	T<FWN	תעשׂון	T<FW		impf	-	m	pl	p2	1	0	0	1
436176	436176	Exodus	4	19	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
436391	436391	Exodus	4	31	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
436406	436406	Exodus	4	31	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
436409	436409	Exodus	5	1	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
436414	436414	Exodus	5	1	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
436426	436426	Exodus	5	1	XGG[	חגג[	JXGW	יחגו	JXGW		impf	-	m	pl	p3	1	0	0	0
436454	436454	Exodus	5	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
436557	436557	Exodus	5	8	FJM[	שׂימ[	TFJMW	תשׂימו	TFJMW		impf	-	m	pl	p2	1	0	0	0
436591	436591	Exodus	5	10	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
436613	436613	Exodus	5	11	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
436618	436618	Exodus	5	11	MY>[	מצא[	TMY>W	תמצאו	TMY>W		impf	-	m	pl	p2	1	0	0	0
436646	436646	Exodus	5	13	KLH[	כלה[	KLW	כלו	KLW		impv	-	m	pl	p2	1	0	0	0
436661	436661	Exodus	5	14	NKH[	נכה[	JKW	יכו	JKW		impf	-	m	pl	p3	1	0	0	0
436666	436666	Exodus	5	14	FJM[	שׂימ[	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0
436687	436687	Exodus	5	15	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
436711	436711	Exodus	5	16	<FH[	עשׂה[	<FW	עשׂו	<FW		impv	-	m	pl	p2	1	0	0	0
436735	436735	Exodus	5	18	<BD[	עבד[	<BDW	עבדו	<BDW		impv	-	m	pl	p2	1	0	0	0
436745	436745	Exodus	5	18	NTN[	נתנ[	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0
