	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
518915	518915	Deuteronomy	32	7	ZKR[	זכר[	ZKRW	זכרו	ZKRW		impv	-	m	pl	p2	1	0	0	0
518929	518929	Deuteronomy	32	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
519053	519053	Deuteronomy	32	16	QN>[	קנא[	JQN>HW	יקנאהו	JQN>	HW	impf	-	m	pl	p3	0	1	1	0
519059	519059	Deuteronomy	32	16	K<S[	כעס[	JK<JSHW	יכעיסהו	JK<JS	HW	impf	-	m	pl	p3	0	1	1	0
519060	519060	Deuteronomy	32	17	ZBX[	זבח[	JZBXW	יזבחו	JZBXW		impf	-	m	pl	p3	1	0	0	0
519067	519067	Deuteronomy	32	17	JD<[	ידע[	JD<WM	ידעום	JD<W	M	perf	-	unknown	pl	p3	1	1	0	0
519071	519071	Deuteronomy	32	17	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
519074	519074	Deuteronomy	32	17	F<R==[	שׂער==[	F<RWM	שׂערום	F<RW	M	perf	-	unknown	pl	p3	1	1	0	0
519113	519113	Deuteronomy	32	21	QN>[	קנא[	QN>WNJ	קנאוני	QN>W	NJ	perf	-	unknown	pl	p3	1	1	0	0
519117	519117	Deuteronomy	32	21	K<S[	כעס[	K<SWNJ	כעסוני	K<SW	NJ	perf	-	unknown	pl	p3	1	1	0	0
519198	519198	Deuteronomy	32	27	NKR[	נכר[	JNKRW	ינכרו	JNKRW		impf	-	m	pl	p3	1	0	0	0
519201	519201	Deuteronomy	32	27	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
519319	519319	Deuteronomy	32	37	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
519328	519328	Deuteronomy	32	38	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
519330	519330	Deuteronomy	32	38	CTH[	שׁתה[	JCTW	ישׁתו	JCTW		impf	-	m	pl	p3	1	0	0	0
519335	519335	Deuteronomy	32	38	<ZR[	עזר[	J<ZRWKM	יעזרוכם	J<ZRW	KM	impf	-	m	pl	p3	1	1	0	0
519339	519339	Deuteronomy	32	39	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
519461	519461	Deuteronomy	32	46	FJM[	שׂימ[	FJMW	שׂימו	FJMW		impv	-	m	pl	p2	1	0	0	0
519474	519474	Deuteronomy	32	46	YWH[	צוה[	TYWM	תצום	TYW	M	impf	-	m	pl	p2	1	1	0	0
519682	519682	Deuteronomy	33	3	NF>[	נשׂא[	F>W	שׂאו	F>W		perf	-	unknown	pl	p3	1	0	0	0
519779	519779	Deuteronomy	33	9	NYR[	נצר[	JNYRW	ינצרו	JNYRW		impf	-	m	pl	p3	1	0	0	0
519780	519780	Deuteronomy	33	10	JRH[	ירה[	JWRW	יורו	JWRW		impf	-	m	pl	p3	1	0	0	0
519788	519788	Deuteronomy	33	10	FJM[	שׂימ[	JFJMW	ישׂימו	JFJMW		impf	-	m	pl	p3	1	0	0	0
519922	519922	Deuteronomy	33	19	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
519925	519925	Deuteronomy	33	19	ZBX[	זבח[	JZBXW	יזבחו	JZBXW		impf	-	m	pl	p3	1	0	0	0
520243	520243	Deuteronomy	34	9	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
520248	520248	Deuteronomy	34	9	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
